Hour,TI(AM/PM),Weekday,Day,Month,Electricity(kwh)
8,AM,,21,Oct,0.247
11,PM,sun,9,Mar,0.344
8,AM,,24,Dec,0.374
3,PM,,18,Jul,1.094
9,PM,,7,Nov,0.216
3,AM,thu,4,Dec,0.231
9,PM,,12,May,0.552
8,PM,mon,18,Aug,1.824
4,AM,,28,Mar,0.19
11,PM,,2,Dec,0.484
7,AM,,15,Aug,1.004
2,AM,,28,Jul,0.566
10,PM,sun,3,Aug,0.486
4,AM,sun,5,Oct,0.158
2,PM,sun,16,Mar,0.749
10,PM,mon,15,Dec,0.556
7,PM,,16,May,1.454
7,PM,,17,Jun,3.143
7,AM,,11,Jun,1.863
3,AM,sun,16,Mar,0.209
7,AM,,7,Dec,1.426
1,PM,sat,6,Dec,0.594
7,AM,,3,Apr,0.275
1,PM,,28,Jun,0.875
1,PM,mon,20,Oct,0.254
7,PM,,26,Aug,2.182
8,AM,wed,29,Oct,0.269
5,PM,fri,23,May,1.009
2,PM,,5,Apr,0.283
5,AM,fri,28,Nov,0.48
9,AM,,11,Jun,0.567
1,AM,mon,5,May,0.141
12,AM,sun,9,Nov,0.299
5,PM,,3,Nov,0.491
5,PM,,19,May,1.102
9,AM,tue,8,Jul,0.864
3,PM,thu,23,Oct,0.202
11,PM,wed,6,Aug,0.534
4,PM,,3,May,0.85
5,AM,wed,23,Jul,2.429
7,PM,,7,Jun,2.786
5,PM,sun,20,Jul,2.333
11,PM,fri,18,Apr,0.276
9,PM,,12,Sep,0.328
11,PM,,29,Jun,0.738
2,AM,,14,Aug,0.259
7,AM,,22,Feb,1.411
3,AM,,9,Mar,0.283
8,PM,,27,Jan,2.976
11,AM,tue,28,Oct,0.297
12,PM,,10,May,0.533
4,AM,fri,10,Jan,0.356
12,AM,tue,1,Apr,0.1
4,PM,,22,Aug,0.418
8,PM,mon,30,Jun,2.765
11,PM,,22,Apr,0.153
11,AM,fri,25,Apr,0.123
6,AM,,8,Jul,2.765
7,PM,,9,Feb,2.074
12,PM,,16,Nov,0.302
12,AM,,16,Nov,0.31
12,AM,,23,May,0.278
12,PM,,5,Aug,0.492
4,PM,,31,May,0.634
10,PM,fri,5,Sep,0.539
2,AM,sun,26,Oct,0.146
11,AM,wed,31,Dec,0.567
7,AM,,16,Jan,2.07
2,PM,thu,8,May,0.288
11,PM,,17,Nov,0.225
7,PM,sun,2,Nov,0.648
4,PM,,12,Jun,0.806
5,PM,tue,2,Dec,1.43
9,AM,,11,Sep,0.181
5,AM,,21,Apr,0.264
5,PM,thu,25,Sep,0.774
10,AM,wed,6,Aug,0.562
1,PM,,1,Dec,0.352
2,AM,tue,16,Sep,0.113
6,AM,,29,Jul,3.226
6,AM,,29,May,0.778
5,PM,wed,10,Sep,0.928
2,AM,sat,29,Mar,0.197
6,PM,tue,24,Jun,2.47
9,PM,,24,Jan,0.8
2,PM,mon,4,Aug,0.538
8,AM,,23,Aug,1.576
5,PM,tue,29,Jul,2.964
4,PM,sat,8,Feb,1.145
7,AM,,29,Jul,1.922
8,PM,,9,Mar,1.382
11,AM,,25,Mar,0.412
1,PM,,28,Feb,0.394
8,PM,wed,16,Jul,4.147
1,AM,wed,17,Sep,0.133
1,AM,,2,Jun,0.378
6,AM,sun,16,Mar,0.512
2,AM,wed,1,Jan,0.332
9,PM,,26,Oct,0.306
7,AM,mon,17,Feb,1.112
7,AM,,23,Jul,1.879
6,PM,,14,Dec,2.257
3,AM,sat,19,Apr,0.099
11,PM,wed,1,Oct,0.261
8,AM,,24,Jul,1.018
9,PM,fri,1,Aug,0.557
7,AM,,16,Feb,1.469
3,AM,fri,21,Feb,0.25
8,PM,,25,Oct,0.972
5,PM,,24,May,0.742
2,PM,,4,Jan,1.776
5,PM,sun,14,Dec,1.03
8,AM,mon,3,Feb,0.413
10,PM,thu,17,Jul,1.272
11,AM,fri,14,Mar,0.46
12,PM,,12,Nov,0.223
8,AM,,13,Mar,0.272
9,AM,wed,7,May,0.218
4,PM,tue,17,Jun,0.72
9,AM,tue,15,Jul,0.59
7,PM,,5,Apr,0.556
9,AM,,30,Apr,0.083
12,AM,mon,5,May,0.226
9,AM,,20,Mar,0.262
9,PM,,24,Jul,1.152
3,AM,,29,Jun,0.562
8,AM,,9,Aug,1.763
10,PM,fri,8,Aug,0.806
2,PM,sun,5,Jan,1.44
2,PM,,19,May,0.342
12,PM,,8,Oct,0.351
6,PM,,11,Aug,1.814
6,PM,,26,Dec,1.355
4,PM,,18,Dec,0.462
1,AM,,28,May,0.138
12,AM,mon,3,Nov,0.157
5,PM,,23,Sep,0.91
7,AM,wed,4,Jun,1.636
4,AM,mon,3,Mar,0.179
12,PM,,27,Mar,0.42
11,AM,,12,Jan,1.128
12,PM,tue,21,Oct,0.351
3,PM,mon,29,Sep,0.336
9,PM,sat,8,Nov,0.162
8,AM,,5,May,0.288
12,AM,sat,11,Jan,1.712
11,PM,,29,Mar,0.8
5,PM,thu,3,Jul,3.12
2,AM,,27,Nov,0.079
9,PM,,24,Nov,0.281
4,PM,,9,May,0.272
6,PM,,8,Apr,0.344
2,AM,,12,Nov,0.107
8,AM,,17,Jan,0.768
4,AM,,19,Mar,0.155
10,PM,fri,28,Nov,0.331
7,AM,thu,15,May,0.583
8,PM,thu,10,Apr,0.466
1,AM,mon,12,May,0.192
6,AM,,22,Jul,2.794
1,PM,thu,6,Mar,0.346
2,AM,,11,Nov,0.098
7,PM,sun,2,Mar,1.526
10,PM,tue,1,Apr,0.135
9,PM,tue,4,Feb,0.583
11,PM,sat,22,Mar,0.672
8,PM,,1,Feb,1.814
8,PM,,13,Jun,2.477
1,PM,,12,Aug,0.398
3,AM,tue,18,Nov,0.095
4,AM,mon,1,Sep,0.161
1,PM,,14,Sep,0.416
3,PM,sun,22,Jun,1.685
8,PM,fri,3,Jan,2.624
8,AM,,18,Oct,0.827
8,PM,sat,12,Jul,3.715
2,AM,,23,Sep,0.118
10,AM,,1,Mar,0.394
11,PM,thu,22,May,0.356
7,AM,sat,4,Oct,0.641
12,PM,fri,9,May,0.404
8,PM,tue,29,Apr,0.403
11,PM,tue,28,Oct,0.348
4,PM,wed,29,Oct,0.252
8,AM,wed,7,May,0.378
3,AM,,8,May,0.182
5,PM,,6,Nov,0.644
3,AM,,17,Aug,0.382
6,AM,,9,Apr,0.421
8,AM,sat,22,Mar,0.894
11,PM,fri,28,Feb,1.38
3,PM,mon,16,Jun,0.835
8,AM,,27,Dec,1.702
2,AM,,5,Jan,0.654
6,PM,,19,Dec,1.725
10,PM,,3,Apr,0.171
7,PM,,9,Oct,1.264
11,AM,sun,12,Oct,0.31
4,AM,fri,17,Jan,0.472
3,AM,,26,Feb,0.283
9,PM,,2,Oct,0.349
6,AM,,28,Aug,1.656
1,AM,mon,15,Dec,0.253
8,PM,,1,Mar,1.584
12,PM,tue,25,Mar,0.348
9,PM,fri,13,Jun,0.648
3,PM,thu,14,Aug,0.562
2,PM,sun,6,Jul,1.632
4,PM,,19,Jan,1.728
5,PM,tue,18,Mar,0.926
11,AM,,10,Jul,1.428
1,AM,,8,Jun,0.583
4,PM,,12,Aug,0.528
3,PM,tue,2,Dec,0.458
3,PM,wed,12,Nov,0.2
10,AM,tue,17,Jun,0.641
12,AM,fri,21,Nov,0.15
2,AM,,21,Feb,0.221
5,AM,,27,Feb,1.188
4,PM,,22,Apr,0.113
10,AM,,25,Oct,0.425
1,AM,,1,Nov,0.149
3,PM,,6,May,0.278
11,AM,wed,8,Jan,0.94
7,PM,,20,Sep,1.121
10,PM,,3,Jan,1.302
3,PM,,10,Jun,0.85
10,PM,mon,8,Sep,0.319
9,AM,,11,Oct,0.583
1,AM,,18,Jul,0.571
9,AM,,8,Jan,0.582
10,PM,tue,14,Oct,0.312
3,PM,wed,16,Apr,0.13
5,AM,wed,26,Nov,0.574
10,AM,sun,6,Apr,0.203
7,AM,,28,Dec,1.096
6,AM,tue,17,Jun,1.814
12,AM,,1,Aug,0.342
3,PM,sun,7,Dec,1.129
5,AM,,5,Dec,1.089
9,PM,thu,13,Nov,0.216
7,AM,,14,Jun,1.966
12,PM,,14,Apr,0.146
2,PM,,16,Jan,0.776
2,PM,sun,7,Dec,0.713
9,AM,,13,Feb,0.349
3,AM,,7,Feb,0.262
1,PM,,7,Jun,1.123
6,PM,sat,15,Feb,2.376
2,PM,fri,6,Jun,0.742
4,AM,,7,Jun,0.529
7,PM,,14,Aug,2.441
2,PM,,13,Apr,0.197
7,PM,,26,Mar,1.152
11,PM,mon,2,Jun,0.99
1,PM,sun,16,Mar,0.499
10,AM,,20,Dec,0.587
2,AM,,14,Jun,0.432
1,PM,,10,Feb,0.413
12,PM,tue,29,Apr,0.128
12,AM,sat,18,Oct,0.514
9,AM,,23,Dec,0.317
2,AM,,30,Nov,0.122
10,AM,wed,19,Nov,0.158
10,PM,,29,Jun,0.837
3,PM,,2,Sep,0.274
5,AM,fri,7,Nov,0.515
5,AM,,9,Jan,1.87
7,AM,sat,22,Nov,0.535
12,AM,tue,5,Aug,0.385
11,PM,,23,Apr,0.147
12,PM,,8,Jul,1.116
5,PM,,1,Aug,1.685
3,AM,sat,3,May,0.197
4,PM,,18,Jan,1.512
2,AM,sun,2,Nov,0.155
1,PM,,9,Sep,0.291
1,AM,tue,25,Feb,0.221
9,PM,sat,22,Feb,0.528
3,PM,fri,12,Dec,0.378
5,AM,,22,Jul,2.534
11,PM,tue,11,Nov,0.212
3,PM,sat,29,Nov,0.47
11,AM,sun,22,Jun,1.058
7,PM,thu,26,Jun,3.272
5,AM,wed,13,Aug,1.505
6,AM,tue,16,Dec,1.32
5,AM,wed,22,Jan,1.826
1,AM,,31,Mar,0.152
1,PM,,10,Jan,0.84
8,PM,mon,19,May,1.51
1,AM,,7,Mar,0.174
8,AM,,18,Dec,0.475
2,PM,,30,Sep,0.286
2,PM,,23,Aug,0.797
3,AM,,24,Apr,0.048
3,PM,,26,Dec,0.387
4,AM,,30,Jul,0.523
6,AM,,15,Dec,1.465
8,PM,sun,19,Oct,1.015
2,PM,sat,25,Jan,1.472
6,PM,wed,1,Oct,0.689
10,PM,tue,8,Apr,0.141
12,PM,,11,Feb,0.636
8,AM,,23,Mar,1.04
4,AM,,1,May,0.149
1,PM,fri,18,Jul,1.085
1,AM,,14,Sep,0.204
9,AM,,12,Dec,0.35
11,PM,,2,Nov,0.266
1,PM,sat,4,Oct,0.414
10,PM,,18,Oct,0.252
6,AM,,15,Oct,0.662
3,AM,thu,26,Jun,0.403
5,AM,fri,17,Oct,0.785
11,PM,,4,Aug,0.66
9,PM,thu,23,Jan,1.284
5,AM,,6,Oct,0.733
2,PM,,8,Feb,0.998
7,PM,tue,3,Jun,3.305
10,PM,mon,14,Apr,0.146
10,PM,,15,Jul,1.272
5,PM,,4,Oct,0.513
5,AM,sun,2,Mar,0.206
10,AM,,11,Nov,0.189
4,PM,,7,Jan,0.8
4,PM,sat,11,Oct,0.626
6,PM,mon,8,Dec,1.756
2,PM,wed,29,Oct,0.206
2,PM,,9,Apr,0.104
3,PM,mon,25,Aug,0.538
1,PM,,5,Sep,0.269
9,AM,sun,26,Oct,0.632
6,PM,sun,17,Aug,2.592
2,PM,,8,Aug,0.509
5,AM,,27,Jul,0.612
1,PM,sun,27,Apr,0.207
3,PM,,29,Dec,0.37
4,AM,,16,Jan,0.388
5,AM,,4,Jan,0.51
7,AM,,6,Jun,1.393
10,PM,fri,24,Jan,1.624
11,AM,sun,26,Oct,0.328
5,AM,,25,Sep,0.816
12,PM,sat,22,Mar,0.499
5,AM,tue,5,Aug,1.254
9,AM,sat,22,Nov,0.365
9,PM,,23,Mar,0.499
12,AM,,9,Feb,0.998
11,AM,tue,16,Dec,0.572
1,PM,,8,Feb,0.749
5,PM,sat,16,Aug,0.907
2,AM,,27,May,0.128
6,AM,sun,4,May,0.595
6,PM,thu,18,Sep,1.088
9,AM,thu,7,Aug,0.31
7,AM,fri,11,Apr,0.216
4,PM,,15,Apr,0.121
6,PM,tue,21,Oct,1.008
6,AM,sun,6,Jul,2.266
9,AM,sun,13,Apr,0.278
12,AM,fri,12,Sep,0.21
2,AM,,29,Nov,0.12
2,PM,sun,3,Aug,0.95
4,PM,wed,2,Apr,0.103
10,PM,mon,22,Sep,0.322
11,PM,sat,19,Jul,2.256
7,PM,mon,9,Jun,3.564
1,PM,thu,25,Sep,0.235
7,AM,fri,22,Aug,1.037
3,PM,wed,25,Jun,0.72
1,AM,sat,16,Aug,0.331
9,AM,mon,17,Mar,0.271
8,PM,,22,Jun,3.078
12,AM,thu,13,Nov,0.112
12,AM,thu,27,Feb,0.385
12,PM,sat,6,Sep,0.428
9,AM,sat,18,Oct,0.54
7,PM,wed,12,Nov,0.948
5,AM,,14,Aug,1.426
2,AM,fri,13,Jun,0.288
12,PM,mon,2,Jun,0.873
9,PM,,30,Apr,0.189
9,AM,tue,25,Nov,0.146
4,PM,,19,Mar,0.346
11,AM,fri,12,Sep,0.291
12,AM,,5,Feb,0.342
2,PM,thu,2,Oct,0.274
9,AM,fri,26,Dec,0.353
10,AM,,29,Mar,0.408
1,PM,,9,Mar,0.547
5,AM,,25,Mar,0.704
11,PM,,30,Apr,0.171
9,PM,mon,13,Jan,1.368
7,PM,,26,Jan,3.528
2,PM,sun,29,Jun,1.31
10,AM,thu,3,Jul,0.95
6,PM,thu,10,Jul,3.125
2,PM,,6,Mar,0.298
8,AM,thu,4,Sep,0.272
8,AM,fri,31,Oct,0.274
11,PM,wed,18,Jun,0.738
1,PM,mon,13,Jan,0.784
7,PM,,2,Dec,2.158
1,AM,,14,Jan,0.444
2,AM,,26,Apr,0.098
1,AM,,3,Nov,0.085
12,PM,,5,Jun,1.008
9,PM,,20,Apr,0.166
3,PM,,3,Oct,0.24
8,AM,,1,Feb,1.404
1,AM,sun,29,Jun,0.572
12,AM,mon,14,Apr,0.091
12,AM,sat,31,May,0.557
11,AM,,31,May,0.547
11,PM,,22,Jan,1.17
11,AM,wed,8,Oct,0.33
9,PM,,10,Dec,0.535
7,AM,,4,May,0.95
4,AM,sun,22,Jun,0.567
6,AM,sun,1,Jun,1.483
5,PM,fri,15,Aug,1.342
12,PM,mon,29,Dec,0.567
9,PM,,17,Jul,1.483
10,AM,thu,2,Oct,0.194
9,PM,,6,Jul,1.397
1,PM,,7,Nov,0.209
1,PM,fri,21,Feb,0.446
10,AM,,18,May,0.389
7,AM,,14,Dec,1.056
6,AM,,7,Apr,0.31
11,PM,,5,Mar,0.336
12,AM,,30,Aug,1.142
12,AM,,31,Mar,0.204
4,AM,,20,Aug,0.257
6,PM,mon,10,Feb,1.999
1,AM,,4,Aug,0.242
7,PM,,13,Jun,3.046
8,PM,sat,23,Aug,1.944
3,PM,,2,Aug,1.123
10,PM,,7,May,0.396
5,PM,sun,21,Dec,0.98
11,PM,,3,Feb,0.51
12,PM,thu,25,Sep,0.329
4,AM,,20,Oct,0.128
5,PM,,27,Apr,0.221
6,AM,,17,Jan,1.992
7,AM,,9,Jun,1.588
8,AM,,3,Dec,0.37
8,PM,tue,19,Aug,2.17
6,AM,tue,4,Feb,1.613
2,PM,tue,8,Jul,0.912
7,PM,tue,25,Mar,1.512
8,PM,sun,9,Nov,0.948
12,PM,,28,Jul,1.32
6,PM,tue,9,Dec,1.54
7,PM,mon,12,May,1.512
3,PM,,19,Nov,0.182
1,AM,,6,Jan,0.372
1,AM,mon,13,Jan,0.452
10,AM,,8,Jul,1.066
10,AM,sat,26,Apr,0.18
8,AM,,10,Jun,0.778
6,AM,,1,Apr,0.389
11,PM,,15,Jun,0.864
12,AM,,4,Apr,0.082
9,AM,sat,20,Dec,1.02
11,AM,,16,May,0.36
9,PM,wed,11,Jun,1.112
3,PM,,25,Mar,0.262
5,PM,fri,19,Dec,1.244
7,PM,,14,Mar,1.31
2,PM,,27,Jul,2.131
2,AM,,18,Jan,0.648
5,AM,,1,Feb,0.41
6,AM,tue,9,Dec,1.346
12,PM,fri,10,Jan,1.12
6,AM,thu,20,Nov,0.572
1,PM,sun,18,May,0.509
11,AM,sun,2,Feb,0.713
6,AM,,9,Nov,0.392
7,PM,,11,Mar,1.166
8,PM,wed,26,Feb,1.958
12,PM,wed,9,Jul,1.02
9,AM,sun,9,Mar,0.655
7,AM,wed,24,Dec,1.079
12,PM,thu,7,Aug,0.618
4,PM,wed,21,May,0.291
8,PM,thu,3,Apr,0.47
9,AM,wed,27,Aug,0.41
11,AM,,17,Jun,0.792
3,AM,sun,6,Jul,0.864
1,AM,thu,27,Feb,0.271
6,PM,,3,Jun,2.974
2,AM,wed,9,Jul,0.538
1,AM,sun,21,Sep,0.197
4,AM,tue,21,Jan,0.44
4,PM,,20,Oct,0.204
6,AM,,31,Jul,2.966
9,AM,,23,Apr,0.106
1,PM,tue,11,Mar,0.346
2,AM,sun,2,Feb,0.324
1,AM,,2,Jul,0.538
6,AM,,11,Jun,1.901
10,PM,,16,Nov,0.218
8,PM,wed,29,Oct,0.922
5,AM,,10,Nov,0.505
6,AM,,2,Dec,1.201
5,AM,,27,Aug,1.294
6,AM,sun,29,Jun,1.411
5,PM,,22,Mar,0.85
7,PM,,21,Jan,3.672
1,AM,fri,27,Jun,0.382
9,AM,sun,2,Mar,0.626
5,PM,sun,17,Aug,1.285
12,PM,wed,3,Dec,0.594
12,AM,,2,Jan,0.69
6,AM,,2,Feb,1.094
9,AM,,2,Nov,0.348
5,AM,,1,Jul,2.508
9,PM,fri,12,Dec,0.515
2,AM,mon,13,Oct,0.096
5,AM,,7,May,0.942
2,PM,sat,25,Oct,0.557
5,AM,,23,Mar,0.283
7,PM,thu,18,Dec,1.782
3,PM,,23,Sep,0.241
3,AM,,17,May,0.211
2,AM,mon,9,Jun,0.32
5,PM,,6,Mar,1.248
11,PM,,24,Dec,0.649
6,AM,tue,10,Jun,1.987
8,PM,mon,15,Sep,1.266
10,PM,fri,6,Jun,1.096
3,AM,,10,Sep,0.144
9,AM,,5,Apr,0.311
5,PM,sun,9,Feb,1.048
4,AM,,11,Feb,0.245
7,PM,,10,Apr,0.605
12,PM,fri,11,Apr,0.167
4,AM,,11,Jan,0.48
6,AM,thu,10,Apr,0.324
9,AM,,20,May,0.192
11,AM,,25,Nov,0.234
2,PM,mon,21,Apr,0.126
9,PM,,25,May,0.432
11,AM,,19,Feb,0.57
4,AM,thu,12,Jun,0.432
1,PM,sat,24,May,0.552
6,PM,,11,Mar,1.019
12,AM,,22,Oct,0.212
5,AM,thu,13,Nov,0.594
1,PM,mon,3,Feb,0.446
3,AM,,27,Sep,0.227
4,AM,fri,20,Jun,0.299
6,PM,thu,19,Jun,2.293
6,AM,,18,Apr,0.292
1,AM,,3,Jan,0.448
11,PM,thu,27,Feb,0.624
1,AM,,28,Sep,0.2
12,PM,,20,Oct,0.282
9,AM,,2,Jan,0.678
5,AM,sat,18,Jan,0.606
6,PM,tue,23,Dec,1.679
5,AM,,1,Apr,0.33
11,PM,,30,Mar,0.368
8,AM,,4,Aug,0.432
7,PM,tue,1,Jul,4.32
8,AM,,30,Dec,0.356
1,AM,,6,Sep,0.21
12,PM,,3,Jul,1.152
10,AM,,11,May,0.442
5,AM,,20,Apr,0.1
4,AM,,14,Mar,0.181
5,AM,wed,5,Nov,0.584
7,AM,mon,13,Oct,0.524
12,AM,tue,20,May,0.226
7,AM,thu,1,May,0.799
4,AM,tue,22,Jul,0.403
10,AM,fri,19,Dec,0.449
7,PM,thu,12,Jun,3.046
7,PM,,17,Sep,1.449
1,PM,,29,Jun,1.296
3,PM,wed,29,Jan,0.96
12,PM,,22,Jun,0.864
6,PM,sun,16,Feb,1.75
9,PM,fri,26,Sep,0.224
10,PM,,15,Mar,0.294
5,PM,wed,26,Feb,1.778
3,AM,fri,18,Apr,0.049
4,PM,mon,22,Sep,0.26
12,PM,wed,30,Jul,1.404
6,AM,fri,8,Aug,1.728
11,PM,,5,Nov,0.225
7,PM,,4,May,1.656
12,PM,,30,Jun,0.828
10,AM,,31,May,0.552
6,PM,mon,13,Jan,3.248
4,AM,fri,9,May,0.138
8,AM,,22,Sep,0.227
11,PM,sun,4,May,0.364
8,PM,sat,27,Dec,1.98
2,AM,,11,Aug,0.233
4,PM,sun,23,Nov,0.45
10,PM,,26,Apr,0.139
11,AM,,10,Jun,0.729
10,AM,,21,Jan,0.88
12,AM,thu,21,Aug,0.36
3,AM,,8,Aug,0.276
3,PM,tue,11,Mar,0.285
3,AM,,29,Aug,0.271
2,AM,,3,May,0.214
5,AM,sun,3,Aug,0.432
1,AM,,19,Oct,0.153
9,PM,,10,Nov,0.246
3,PM,,12,Feb,0.418
8,PM,,30,Aug,2.333
12,PM,,6,Mar,0.388
8,PM,thu,31,Jul,3.11
3,PM,,1,May,0.342
12,PM,sun,8,Jun,1.102
3,PM,fri,17,Oct,0.257
7,PM,mon,21,Apr,0.648
7,AM,mon,7,Jul,2.484
4,AM,fri,1,Aug,0.194
5,AM,,18,Aug,1.386
10,PM,tue,11,Mar,0.444
9,AM,,18,May,0.619
1,AM,,15,Apr,0.061
6,AM,,16,Aug,0.95
11,AM,,29,Jul,1.2
12,AM,mon,6,Oct,0.207
11,PM,,22,Feb,1.092
9,AM,sun,17,Aug,0.961
5,AM,,24,Oct,0.733
7,AM,,18,Aug,1.134
9,AM,mon,14,Jul,0.85
1,PM,,26,Jul,1.67
6,AM,tue,30,Dec,1.478
2,AM,tue,6,May,0.163
4,AM,,11,Oct,0.162
6,PM,,6,May,1.098
9,AM,,28,Dec,0.98
9,AM,sat,4,Oct,0.643
1,PM,,25,Jul,0.883
4,AM,wed,12,Nov,0.077
11,PM,,23,May,0.768
1,PM,,28,Nov,0.167
12,PM,tue,21,Jan,1.09
4,AM,,3,Jun,0.389
12,PM,,9,Oct,0.312
10,PM,,12,Mar,0.468
9,PM,tue,26,Aug,0.72
4,PM,,20,Apr,0.238
4,PM,tue,4,Nov,0.196
9,AM,,25,Aug,0.36
5,AM,,6,Nov,0.584
10,AM,tue,25,Mar,0.349
12,PM,,3,May,0.466
11,AM,tue,3,Jun,0.774
1,PM,sun,12,Jan,1.008
8,PM,mon,29,Dec,1.672
10,AM,,25,Feb,0.432
9,AM,tue,30,Dec,0.333
2,AM,mon,7,Jul,0.514
12,AM,,19,Jun,0.599
11,AM,tue,21,Jan,1.17
7,PM,wed,19,Mar,1.238
3,PM,,18,Apr,0.13
3,AM,,30,Jan,0.456
11,AM,,8,Nov,0.251
3,PM,,4,Aug,0.456
3,AM,sat,25,Jan,0.612
11,PM,fri,20,Jun,1.638
11,PM,wed,5,Feb,0.522
3,PM,wed,22,Oct,0.281
9,AM,,22,May,0.235
12,AM,mon,7,Jul,0.648
4,AM,wed,9,Jul,0.394
5,AM,,29,Mar,0.216
3,PM,sat,26,Jul,1.879
4,AM,thu,24,Jul,0.485
10,PM,thu,10,Jul,1.332
1,PM,wed,19,Nov,0.187
2,PM,fri,22,Aug,0.494
9,PM,fri,15,Aug,0.47
3,AM,thu,3,Apr,0.065
2,PM,,17,Jul,1.085
10,PM,,30,Sep,0.343
2,PM,,22,Apr,0.112
7,AM,mon,3,Feb,0.983
3,PM,sat,8,Feb,0.907
11,AM,thu,20,Feb,0.492
5,AM,,20,Aug,1.122
11,PM,,26,Apr,0.342
1,PM,,23,Aug,0.698
6,PM,thu,30,Jan,3.136
6,PM,,7,May,1.299
1,AM,,16,Jul,0.456
5,PM,mon,27,Jan,3.12
9,PM,sat,25,Jan,0.896
4,PM,mon,28,Jul,0.787
8,PM,tue,28,Oct,1.094
9,AM,,4,Jan,1.782
10,PM,fri,28,Feb,0.848
4,AM,sun,12,Jan,0.606
12,AM,,3,Aug,0.816
6,PM,mon,24,Feb,1.781
8,PM,mon,10,Feb,2.304
6,PM,sat,18,Oct,1.112
1,PM,,1,Oct,0.192
3,PM,fri,8,Aug,0.403
2,PM,sat,21,Jun,1.411
1,PM,thu,18,Dec,0.471
9,AM,,27,May,0.25
10,PM,fri,20,Jun,1.147
5,PM,sun,9,Nov,0.482
12,AM,,12,Jul,1.555
11,PM,sat,28,Jun,1.638
2,AM,wed,13,Aug,0.202
9,AM,mon,31,Mar,0.259
11,AM,sat,8,Mar,0.576
5,AM,mon,30,Jun,2.0
9,PM,sat,30,Aug,0.571
7,PM,wed,16,Apr,0.481
7,PM,,28,Oct,0.94
3,AM,tue,14,Oct,0.144
4,PM,,30,Apr,0.119
11,PM,sat,20,Sep,0.798
6,PM,,4,Jul,3.864
7,PM,,7,May,1.512
6,PM,,23,Oct,0.958
2,AM,,10,Dec,0.244
8,AM,tue,4,Nov,0.205
7,AM,,23,Jan,1.854
8,AM,fri,4,Apr,0.13
8,AM,,4,Feb,0.427
6,PM,thu,5,Jun,2.671
6,PM,thu,10,Apr,0.462
10,AM,,13,Jan,0.752
5,PM,sun,12,Jan,1.746
1,PM,,15,Apr,0.11
6,AM,,15,Feb,0.998
11,PM,thu,8,May,0.464
5,PM,sun,3,Aug,1.004
10,AM,,6,Feb,0.494
6,AM,tue,12,Aug,1.166
5,AM,sun,11,May,0.194
3,PM,,10,Dec,0.449
6,AM,sun,23,Feb,1.037
2,AM,fri,28,Mar,0.187
3,PM,,18,Aug,0.408
9,PM,,18,Jan,0.712
1,AM,thu,10,Jul,0.475
7,PM,thu,17,Jul,4.709
4,AM,mon,22,Dec,0.222
12,PM,mon,23,Jun,1.026
5,PM,,24,Sep,1.065
1,PM,,4,Nov,0.216
6,PM,mon,8,Sep,0.921
8,PM,,3,Nov,0.684
10,PM,,7,Jun,0.698
1,PM,thu,25,Dec,0.51
9,AM,,10,Jul,0.792
9,AM,thu,30,Oct,0.149
4,AM,,10,Oct,0.126
4,AM,sun,15,Jun,0.529
5,PM,thu,21,Aug,1.7
12,AM,,19,Dec,0.393
9,PM,sat,22,Mar,0.342
2,PM,,24,Jun,0.785
2,PM,mon,28,Jul,0.835
12,PM,thu,22,May,0.432
5,PM,mon,22,Dec,1.201
5,PM,,16,Feb,0.886
10,PM,thu,12,Jun,1.053
1,AM,,25,Jan,0.594
7,PM,,27,Dec,1.742
5,AM,,7,Jul,2.35
8,PM,sun,13,Jul,4.147
8,PM,wed,10,Dec,1.813
5,PM,,12,Sep,0.737
10,PM,wed,11,Jun,0.864
9,AM,tue,28,Oct,0.171
3,PM,,27,Jan,0.736
4,AM,sun,3,Aug,0.421
10,AM,,14,Nov,0.178
1,PM,sat,12,Apr,0.184
2,AM,sat,15,Mar,0.257
11,PM,,6,Jul,1.248
12,AM,,29,Jul,0.842
5,AM,,25,Jan,0.72
6,PM,wed,19,Mar,1.21
11,PM,tue,26,Aug,0.654
3,AM,,27,Oct,0.131
11,PM,fri,28,Mar,0.784
6,PM,fri,9,May,0.997
7,PM,,26,May,1.598
6,AM,,5,Mar,1.056
10,AM,tue,6,May,0.262
1,PM,,26,Jan,1.332
5,AM,thu,28,Aug,1.465
12,AM,sat,4,Jan,1.856
1,AM,,5,Aug,0.233
10,PM,fri,24,Oct,0.349
5,AM,,3,Jul,2.64
12,AM,,27,Oct,0.169
3,PM,wed,16,Jul,0.989
3,PM,thu,16,Oct,0.197
2,PM,,10,Jul,0.854
7,AM,,19,Dec,1.099
5,PM,mon,26,May,1.092
11,AM,fri,17,Jan,0.96
10,AM,,23,Jan,0.696
5,PM,mon,18,Aug,1.529
9,AM,sat,24,May,0.684
4,PM,sun,16,Nov,0.352
7,AM,mon,13,Jan,1.836
4,AM,,31,Aug,0.338
8,PM,sun,6,Apr,0.513
11,PM,tue,8,Apr,0.129
6,PM,sat,22,Mar,1.181
1,AM,thu,17,Jul,0.451
7,PM,,11,Jun,3.596
4,PM,,18,May,0.605
7,AM,sun,18,May,0.97
8,PM,wed,17,Dec,1.637
9,AM,,29,Oct,0.191
4,PM,mon,7,Jul,0.778
